Country,League,Season,Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result
Romania,Liga I,2022/2023,2023-03-05T13:30:00+00:00,Petrolul Ploiesti,Universitatea Craiova,0,1,AwayWin
Romania,Liga I,2022/2023,2023-03-05T19:00:00+00:00,Uta Arad,FCSB,3,1,HomeWin
Romania,Liga I,2022/2023,2023-03-06T16:00:00+00:00,FC Voluntari,Arges Pitesti,0,0,Draw
Romania,Liga I,2022/2023,2023-03-06T18:30:00+00:00,Sepsi OSK Sfantu Gheorghe,CFR 1907 Cluj,2,2,Draw
Romania,Liga I,2022/2023,2023-03-10T15:30:00+00:00,FC Botosani,CS Mioveni,1,1,Draw
Romania,Liga I,2022/2023,2023-03-10T18:30:00+00:00,Universitatea Craiova,Uta Arad,2,1,HomeWin
Romania,Liga I,2022/2023,2023-03-11T15:30:00+00:00,Arges Pitesti,Petrolul Ploiesti,0,1,AwayWin
Romania,Liga I,2022/2023,2023-03-11T18:30:00+00:00,Farul Constanta,Rapid,2,1,HomeWin
Romania,Liga I,2022/2023,2023-03-12T19:00:00+00:00,FCSB,Sepsi OSK Sfantu Gheorghe,1,0,HomeWin
Romania,Liga I,2022/2023,2023-03-12T19:00:00+00:00,AFC Hermannstadt,U Craiova 1948,1,0,HomeWin
Romania,Liga I,2022/2023,2023-03-13T15:30:00+00:00,Chindia Targoviste,FC Voluntari,1,1,Draw
Romania,Liga I,2022/2023,2023-03-13T18:30:00+00:00,CFR 1907 Cluj,Universitatea Cluj,4,0,HomeWin
Romania,Liga I,2022/2023,2023-03-16T14:00:00+00:00,Sepsi OSK Sfantu Gheorghe,U Craiova 1948,4,0,HomeWin
Romania,Liga I,2022/2023,2023-03-17T15:30:00+00:00,FC Voluntari,AFC Hermannstadt,1,1,Draw
Romania,Liga I,2022/2023,2023-03-17T18:30:00+00:00,Petrolul Ploiesti,Uta Arad,1,0,HomeWin
Romania,Liga I,2022/2023,2023-03-18T12:30:00+00:00,FC Botosani,Chindia Targoviste,1,0,HomeWin
Romania,Liga I,2022/2023,2023-03-18T18:00:00+00:00,FCSB,Universitatea Craiova,1,1,Draw
Romania,Liga I,2022/2023,2023-03-19T14:30:00+00:00,Farul Constanta,Sepsi OSK Sfantu Gheorghe,2,1,HomeWin
Romania,Liga I,2022/2023,2023-03-19T17:00:00+00:00,CFR 1907 Cluj,Rapid,2,2,Draw
Romania,Liga I,2022/2023,2023-03-20T16:00:00+00:00,U Craiova 1948,CS Mioveni,3,0,HomeWin
Romania,Liga I,2022/2023,2023-03-20T19:00:00+00:00,Universitatea Cluj,Arges Pitesti,2,0,HomeWin
Romania,Liga I,2022/2023,2023-03-31T18:00:00+00:00,U Craiova 1948,Petrolul Ploiesti,0,1,AwayWin
Romania,Liga I,2022/2023,2023-04-01T09:00:00+00:00,Uta Arad,Universitatea Cluj,2,0,HomeWin
Romania,Liga I,2022/2023,2023-04-01T14:00:00+00:00,AFC Hermannstadt,FC Botosani,1,1,Draw
Romania,Liga I,2022/2023,2023-04-01T18:45:00+00:00,Rapid,Farul Constanta,1,1,Draw
Romania,Liga I,2022/2023,2023-04-02T10:30:00+00:00,Arges Pitesti,FC Voluntari,0,2,AwayWin
Romania,Liga I,2022/2023,2023-04-02T18:00:00+00:00,Universitatea Craiova,CFR 1907 Cluj,1,1,Draw
Romania,Liga I,2022/2023,2023-04-03T14:30:00+00:00,CS Mioveni,Chindia Targoviste,0,1,AwayWin
Romania,Liga I,2022/2023,2023-04-03T17:30:00+00:00,Sepsi OSK Sfantu Gheorghe,FCSB,1,2,AwayWin
Romania,Liga I,2022/2023,2023-04-08T12:00:00+00:00,FC Voluntari,Uta Arad,1,1,Draw
Romania,Liga I,2022/2023,2023-04-08T14:30:00+00:00,Universitatea Cluj,U Craiova 1948,1,3,AwayWin
Romania,Liga I,2022/2023,2023-04-08T17:30:00+00:00,Farul Constanta,Universitatea Craiova,3,2,HomeWin
Romania,Liga I,2022/2023,2023-04-09T10:00:00+00:00,Chindia Targoviste,AFC Hermannstadt,1,2,AwayWin
Romania,Liga I,2022/2023,2023-04-09T12:30:00+00:00,FC Botosani,Arges Pitesti,1,0,HomeWin
Romania,Liga I,2022/2023,2023-04-09T18:00:00+00:00,CFR 1907 Cluj,FCSB,1,1,Draw
Romania,Liga I,2022/2023,2023-04-10T14:30:00+00:00,Petrolul Ploiesti,CS Mioveni,2,0,HomeWin
Romania,Liga I,2022/2023,2023-04-10T17:30:00+00:00,Sepsi OSK Sfantu Gheorghe,Rapid,2,0,HomeWin
Romania,Liga I,2022/2023,2023-04-14T15:00:00+00:00,U Craiova 1948,FC Voluntari,3,3,Draw
Romania,Liga I,2022/2023,2023-04-14T18:00:00+00:00,Uta Arad,FC Botosani,0,2,AwayWin
Romania,Liga I,2022/2023,2023-04-15T09:00:00+00:00,CS Mioveni,AFC Hermannstadt,0,2,AwayWin
Romania,Liga I,2022/2023,2023-04-15T16:00:00+00:00,CFR 1907 Cluj,Sepsi OSK Sfantu Gheorghe,2,1,HomeWin
Romania,Liga I,2022/2023,2023-04-16T15:15:00+00:00,Petrolul Ploiesti,Universitatea Cluj,0,2,AwayWin
Romania,Liga I,2022/2023,2023-04-16T18:00:00+00:00,Universitatea Craiova,Rapid,3,1,HomeWin
Romania,Liga I,2022/2023,2023-04-17T14:30:00+00:00,Arges Pitesti,Chindia Targoviste,1,0,HomeWin
Romania,Liga I,2022/2023,2023-04-17T17:30:00+00:00,FCSB,Farul Constanta,2,1,HomeWin
Romania,Liga I,2022/2023,2023-04-21T17:30:00+00:00,Sepsi OSK Sfantu Gheorghe,Universitatea Craiova,1,2,AwayWin
Romania,Liga I,2022/2023,2023-04-22T12:00:00+00:00,AFC Hermannstadt,Arges Pitesti,2,1,HomeWin
Romania,Liga I,2022/2023,2023-04-22T14:30:00+00:00,FC Botosani,U Craiova 1948,0,0,Draw
Romania,Liga I,2022/2023,2023-04-22T17:30:00+00:00,Farul Constanta,CFR 1907 Cluj,1,0,HomeWin
Romania,Liga I,2022/2023,2023-04-23T11:00:00+00:00,Chindia Targoviste,Uta Arad,2,1,HomeWin
Romania,Liga I,2022/2023,2023-04-23T17:30:00+00:00,Rapid,FCSB,1,0,HomeWin
Romania,Liga I,2022/2023,2023-04-24T14:30:00+00:00,Universitatea Cluj,CS Mioveni,1,0,HomeWin
Romania,Liga I,2022/2023,2023-04-24T17:30:00+00:00,FC Voluntari,Petrolul Ploiesti,2,2,Draw
Romania,Liga I,2022/2023,2023-04-28T17:30:00+00:00,U Craiova 1948,Chindia Targoviste,1,0,HomeWin
Romania,Liga I,2022/2023,2023-04-29T11:30:00+00:00,CS Mioveni,Arges Pitesti,0,2,AwayWin
Romania,Liga I,2022/2023,2023-04-29T14:00:00+00:00,Petrolul Ploiesti,FC Botosani,1,0,HomeWin
Romania,Liga I,2022/2023,2023-04-29T18:45:00+00:00,Sepsi OSK Sfantu Gheorghe,Farul Constanta,1,1,Draw
Romania,Liga I,2022/2023,2023-04-30T18:00:00+00:00,Universitatea Craiova,FCSB,1,2,AwayWin
Romania,Liga I,2022/2023,2023-05-01T12:00:00+00:00,Universitatea Cluj,FC Voluntari,2,3,AwayWin
Romania,Liga I,2022/2023,2023-05-01T17:30:00+00:00,Rapid,CFR 1907 Cluj,3,1,HomeWin
Romania,Liga I,2022/2023,2023-05-02T17:00:00+00:00,Uta Arad,AFC Hermannstadt,1,0,HomeWin
Romania,Liga I,2022/2023,2023-05-05T14:30:00+00:00,FC Voluntari,CS Mioveni,1,0,HomeWin
Romania,Liga I,2022/2023,2023-05-05T17:30:00+00:00,Chindia Targoviste,Petrolul Ploiesti,1,2,AwayWin
Romania,Liga I,2022/2023,2023-05-06T09:30:00+00:00,FC Botosani,Universitatea Cluj,0,0,Draw
Romania,Liga I,2022/2023,2023-05-06T18:30:00+00:00,Farul Constanta,Rapid,7,2,HomeWin
Romania,Liga I,2022/2023,2023-05-07T18:00:00+00:00,CFR 1907 Cluj,Universitatea Craiova,1,1,Draw
Romania,Liga I,2022/2023,2023-05-08T13:30:00+00:00,AFC Hermannstadt,U Craiova 1948,0,0,Draw
Romania,Liga I,2022/2023,2023-05-08T15:30:00+00:00,Arges Pitesti,Uta Arad,2,2,Draw
Romania,Liga I,2022/2023,2023-05-08T18:00:00+00:00,FCSB,Sepsi OSK Sfantu Gheorghe,3,1,HomeWin
Romania,Liga I,2022/2023,2023-05-12T14:30:00+00:00,FC Voluntari,FC Botosani,2,0,HomeWin
Romania,Liga I,2022/2023,2023-05-12T17:30:00+00:00,Rapid,Sepsi OSK Sfantu Gheorghe,0,0,Draw
Romania,Liga I,2022/2023,2023-05-13T11:30:00+00:00,Petrolul Ploiesti,AFC Hermannstadt,0,1,AwayWin
Romania,Liga I,2022/2023,2023-05-13T16:00:00+00:00,Universitatea Cluj,Chindia Targoviste,2,0,HomeWin
Romania,Liga I,2022/2023,2023-05-13T18:30:00+00:00,Universitatea Craiova,Farul Constanta,1,1,Draw
Romania,Liga I,2022/2023,2023-05-14T10:30:00+00:00,CS Mioveni,Uta Arad,0,2,AwayWin
Romania,Liga I,2022/2023,2023-05-14T15:15:00+00:00,U Craiova 1948,Arges Pitesti,2,1,HomeWin
Romania,Liga I,2022/2023,2023-05-14T18:00:00+00:00,FCSB,CFR 1907 Cluj,1,0,HomeWin
Romania,Liga I,2022/2023,2023-05-19T14:30:00+00:00,AFC Hermannstadt,Universitatea Cluj,1,2,AwayWin
Romania,Liga I,2022/2023,2023-05-19T17:00:00+00:00,Chindia Targoviste,FC Voluntari,2,2,Draw
Romania,Liga I,2022/2023,2023-05-19T17:00:00+00:00,Uta Arad,U Craiova 1948,1,1,Draw
Romania,Liga I,2022/2023,2023-05-19T17:00:00+00:00,Arges Pitesti,Petrolul Ploiesti,3,0,HomeWin
Romania,Liga I,2022/2023,2023-05-20T11:45:00+00:00,FC Botosani,CS Mioveni,5,1,HomeWin
Romania,Liga I,2022/2023,2023-05-20T17:30:00+00:00,Sepsi OSK Sfantu Gheorghe,CFR 1907 Cluj,1,2,AwayWin
Romania,Liga I,2022/2023,2023-05-21T18:00:00+00:00,Farul Constanta,FCSB,3,2,HomeWin
Romania,Liga I,2022/2023,2023-05-22T17:30:00+00:00,Rapid,Universitatea Craiova,2,3,AwayWin
Romania,Liga I,2022/2023,2023-05-26T17:00:00+00:00,U Craiova 1948,FC Voluntari,3,3,Draw
Romania,Liga I,2022/2023,2023-05-27T17:30:00+00:00,FCSB,Rapid,1,5,AwayWin
Romania,Liga I,2022/2023,2023-05-28T00:00:00+00:00,SCM Gloria Buzau,Uta Arad,0,0,Draw
Romania,Liga I,2022/2023,2023-05-28T18:00:00+00:00,Universitatea Craiova,Sepsi OSK Sfantu Gheorghe,0,1,AwayWin
Romania,Liga I,2022/2023,2023-05-28T18:00:00+00:00,CFR 1907 Cluj,Farul Constanta,1,2,AwayWin
Romania,Liga I,2022/2023,2023-05-29T17:00:00+00:00,Dinamo Bucuresti,Arges Pitesti,6,1,HomeWin
Romania,Liga I,2022/2023,2023-06-01T17:30:00+00:00,CFR 1907 Cluj,U Craiova 1948,1,0,HomeWin
Romania,Liga I,2022/2023,2023-06-03T18:00:00+00:00,Arges Pitesti,Dinamo Bucuresti,4,2,HomeWin
Romania,Liga I,2022/2023,2023-06-04T18:00:00+00:00,Uta Arad,SCM Gloria Buzau,5,1,HomeWin
Romania,Liga II,2021/2022,2021-07-31T08:00:00+00:00,FC Astra Giurgiu,Metaloglobus,1,2,AwayWin
Romania,Liga II,2021/2022,2021-07-31T08:00:00+00:00,Concordia,Unirea Constanta,2,0,HomeWin
Romania,Liga II,2021/2022,2021-07-31T08:00:00+00:00,Ripensia Timisoara,Dunarea Calarasi,3,3,Draw
Romania,Liga II,2021/2022,2021-07-31T08:00:00+00:00,Petrolul Ploiesti,Politehnica Iasi,2,0,HomeWin
Romania,Liga II,2021/2022,2021-07-31T08:00:00+00:00,Unirea Dej,Unirea Slobozia,0,2,AwayWin
Romania,Liga II,2021/2022,2021-07-31T08:00:00+00:00,Viitorul Selimbar,Braila,3,1,HomeWin
Romania,Liga II,2021/2022,2021-07-31T10:30:00+00:00,AFC Hermannstadt,SCM Gloria Buzau,2,1,HomeWin
Romania,Liga II,2021/2022,2021-08-01T09:00:00+00:00,Corona Brasov,ACS Sirineasa,2,2,Draw
Romania,Liga II,2021/2022,2021-08-03T15:00:00+00:00,Universitatea Cluj,FC Politehnica Timisoara,3,0,HomeWin
Romania,Liga II,2021/2022,2021-08-04T17:30:00+00:00,CSA Steaua Bucuresti,Csikszereda,1,0,HomeWin
Romania,Liga II,2021/2022,2021-08-05T14:30:00+00:00,Unirea Constanta,AFC Hermannstadt,0,2,AwayWin
Romania,Liga II,2021/2022,2021-08-07T08:00:00+00:00,Politehnica Iasi,Concordia,0,1,AwayWin
Romania,Liga II,2021/2022,2021-08-07T08:00:00+00:00,Ripensia Timisoara,Unirea Dej,0,0,Draw
Romania,Liga II,2021/2022,2021-08-07T08:00:00+00:00,Unirea Slobozia,Viitorul Selimbar,2,0,HomeWin
Romania,Liga II,2021/2022,2021-08-07T08:00:00+00:00,Braila,Corona Brasov,0,0,Draw
Romania,Liga II,2021/2022,2021-08-07T10:00:00+00:00,Metaloglobus,Petrolul Ploiesti,1,0,HomeWin
Romania,Liga II,2021/2022,2021-08-08T09:00:00+00:00,SCM Gloria Buzau,Universitatea Cluj,0,1,AwayWin
Romania,Liga II,2021/2022,2021-08-09T13:00:00+00:00,Csikszereda,FC Astra Giurgiu,0,1,AwayWin
Romania,Liga II,2021/2022,2021-08-10T14:00:00+00:00,Dunarea Calarasi,FC Politehnica Timisoara,1,3,AwayWin
Romania,Liga II,2021/2022,2021-08-10T16:00:00+00:00,ACS Sirineasa,CSA Steaua Bucuresti,0,2,AwayWin
Romania,Liga II,2021/2022,2021-08-12T15:30:00+00:00,AFC Hermannstadt,Politehnica Iasi,2,1,HomeWin
Romania,Liga II,2021/2022,2021-08-12T18:30:00+00:00,Universitatea Cluj,Unirea Constanta,1,0,HomeWin
Romania,Liga II,2021/2022,2021-08-14T08:00:00+00:00,Concordia,Metaloglobus,2,1,HomeWin
Romania,Liga II,2021/2022,2021-08-14T08:00:00+00:00,Unirea Dej,Dunarea Calarasi,0,0,Draw
Romania,Liga II,2021/2022,2021-08-14T08:00:00+00:00,Viitorul Selimbar,Ripensia Timisoara,0,2,AwayWin
Romania,Liga II,2021/2022,2021-08-14T08:00:00+00:00,Corona Brasov,Unirea Slobozia,0,6,AwayWin
Romania,Liga II,2021/2022,2021-08-14T08:30:00+00:00,CSA Steaua Bucuresti,Braila,5,2,HomeWin
Romania,Liga II,2021/2022,2021-08-15T08:30:00+00:00,FC Politehnica Timisoara,SCM Gloria Buzau,1,1,Draw
Romania,Liga II,2021/2022,2021-08-17T15:00:00+00:00,FC Astra Giurgiu,ACS Sirineasa,1,0,HomeWin
Romania,Liga II,2021/2022,2021-08-18T16:00:00+00:00,Petrolul Ploiesti,Csikszereda,2,0,HomeWin
Romania,Liga II,2021/2022,2021-08-19T15:00:00+00:00,Metaloglobus,AFC Hermannstadt,1,1,Draw
Romania,Liga II,2021/2022,2021-08-21T08:00:00+00:00,Dunarea Calarasi,SCM Gloria Buzau,0,3,AwayWin
Romania,Liga II,2021/2022,2021-08-21T08:00:00+00:00,Ripensia Timisoara,Corona Brasov,1,1,Draw
Romania,Liga II,2021/2022,2021-08-21T08:00:00+00:00,Unirea Dej,Viitorul Selimbar,3,0,HomeWin
Romania,Liga II,2021/2022,2021-08-21T08:00:00+00:00,Braila,FC Astra Giurgiu,1,1,Draw
Romania,Liga II,2021/2022,2021-08-21T08:00:00+00:00,Unirea Constanta,FC Politehnica Timisoara,0,2,AwayWin
Romania,Liga II,2021/2022,2021-08-21T13:00:00+00:00,Politehnica Iasi,Universitatea Cluj,2,0,HomeWin
Romania,Liga II,2021/2022,2021-08-22T09:00:00+00:00,ACS Sirineasa,Petrolul Ploiesti,0,3,AwayWin
Romania,Liga II,2021/2022,2021-08-22T13:30:00+00:00,Unirea Slobozia,CSA Steaua Bucuresti,1,1,Draw
Romania,Liga II,2021/2022,2021-08-23T13:30:00+00:00,Csikszereda,Concordia,0,3,AwayWin
Romania,Liga II,2021/2022,2021-08-26T17:00:00+00:00,FC Politehnica Timisoara,Politehnica Iasi,0,1,AwayWin
Romania,Liga II,2021/2022,2021-08-28T08:00:00+00:00,FC Astra Giurgiu,Unirea Slobozia,1,1,Draw
Romania,Liga II,2021/2022,2021-08-28T08:00:00+00:00,SCM Gloria Buzau,Unirea Constanta,14,0,HomeWin
Romania,Liga II,2021/2022,2021-08-28T08:00:00+00:00,Viitorul Selimbar,Dunarea Calarasi,1,0,HomeWin
Romania,Liga II,2021/2022,2021-08-28T08:00:00+00:00,Corona Brasov,Unirea Dej,1,0,HomeWin
Romania,Liga II,2021/2022,2021-08-28T09:30:00+00:00,Universitatea Cluj,Metaloglobus,2,1,HomeWin
Romania,Liga II,2021/2022,2021-08-28T12:30:00+00:00,Petrolul Ploiesti,Braila,4,0,HomeWin
Romania,Liga II,2021/2022,2021-08-29T09:00:00+00:00,Concordia,ACS Sirineasa,0,0,Draw
Romania,Liga II,2021/2022,2021-08-29T11:00:00+00:00,CSA Steaua Bucuresti,Ripensia Timisoara,2,0,HomeWin
Romania,Liga II,2021/2022,2021-08-30T11:00:00+00:00,AFC Hermannstadt,Csikszereda,4,1,HomeWin
Romania,Liga II,2021/2022,2021-09-11T08:00:00+00:00,Dunarea Calarasi,Unirea Constanta,1,1,Draw
Romania,Liga II,2021/2022,2021-09-11T08:00:00+00:00,Ripensia Timisoara,FC Astra Giurgiu,2,1,HomeWin
Romania,Liga II,2021/2022,2021-09-11T08:00:00+00:00,Viitorul Selimbar,Corona Brasov,2,1,HomeWin
Romania,Liga II,2021/2022,2021-09-11T08:00:00+00:00,Braila,Concordia,0,2,AwayWin
Romania,Liga II,2021/2022,2021-09-11T10:00:00+00:00,Metaloglobus,FC Politehnica Timisoara,4,1,HomeWin
Romania,Liga II,2021/2022,2021-09-11T12:30:00+00:00,Unirea Dej,CSA Steaua Bucuresti,2,1,HomeWin
Romania,Liga II,2021/2022,2021-09-12T08:00:00+00:00,Unirea Slobozia,Petrolul Ploiesti,0,2,AwayWin
Romania,Liga II,2021/2022,2021-09-12T10:00:00+00:00,Politehnica Iasi,SCM Gloria Buzau,0,1,AwayWin
Romania,Liga II,2021/2022,2021-09-13T13:00:00+00:00,Csikszereda,Universitatea Cluj,3,1,HomeWin
Romania,Liga II,2021/2022,2021-09-14T14:00:00+00:00,ACS Sirineasa,AFC Hermannstadt,1,1,Draw
Romania,Liga II,2021/2022,2021-09-16T14:00:00+00:00,Concordia,Unirea Slobozia,1,1,Draw
Romania,Liga II,2021/2022,2021-09-17T13:00:00+00:00,Petrolul Ploiesti,Ripensia Timisoara,2,0,HomeWin
Romania,Liga II,2021/2022,2021-09-18T08:00:00+00:00,FC Astra Giurgiu,Unirea Dej,0,2,AwayWin
Romania,Liga II,2021/2022,2021-09-18T08:00:00+00:00,AFC Hermannstadt,Braila,6,0,HomeWin
Romania,Liga II,2021/2022,2021-09-18T08:00:00+00:00,SCM Gloria Buzau,Metaloglobus,4,1,HomeWin
Romania,Liga II,2021/2022,2021-09-18T08:00:00+00:00,Corona Brasov,Dunarea Calarasi,3,1,HomeWin
Romania,Liga II,2021/2022,2021-09-18T08:00:00+00:00,Unirea Constanta,Politehnica Iasi,0,6,AwayWin
Romania,Liga II,2021/2022,2021-09-18T14:00:00+00:00,FC Politehnica Timisoara,Csikszereda,1,2,AwayWin
Romania,Liga II,2021/2022,2021-09-20T13:00:00+00:00,Universitatea Cluj,ACS Sirineasa,1,0,HomeWin
Romania,Liga II,2021/2022,2021-09-20T15:00:00+00:00,CSA Steaua Bucuresti,Viitorul Selimbar,0,0,Draw
Romania,Liga II,2021/2022,2021-09-24T14:00:00+00:00,Corona Brasov,CSA Steaua Bucuresti,0,1,AwayWin
Romania,Liga II,2021/2022,2021-09-25T08:00:00+00:00,Metaloglobus,Unirea Constanta,1,4,AwayWin
Romania,Liga II,2021/2022,2021-09-25T08:00:00+00:00,Csikszereda,SCM Gloria Buzau,2,3,AwayWin
Romania,Liga II,2021/2022,2021-09-25T08:00:00+00:00,Viitorul Selimbar,FC Astra Giurgiu,1,1,Draw
Romania,Liga II,2021/2022,2021-09-25T08:00:00+00:00,Braila,Universitatea Cluj,0,3,AwayWin
Romania,Liga II,2021/2022,2021-09-25T10:00:00+00:00,Unirea Dej,Petrolul Ploiesti,1,3,AwayWin
Romania,Liga II,2021/2022,2021-09-26T08:00:00+00:00,Ripensia Timisoara,Concordia,0,1,AwayWin
Romania,Liga II,2021/2022,2021-09-26T08:00:00+00:00,ACS Sirineasa,FC Politehnica Timisoara,2,1,HomeWin
Romania,Liga II,2021/2022,2021-09-26T08:00:00+00:00,Unirea Slobozia,AFC Hermannstadt,0,1,AwayWin
Romania,Liga II,2021/2022,2021-09-28T14:00:00+00:00,Dunarea Calarasi,Politehnica Iasi,2,3,AwayWin
Romania,Liga II,2021/2022,2021-09-30T14:00:00+00:00,Concordia,Unirea Dej,1,0,HomeWin
Romania,Liga II,2021/2022,2021-10-01T13:00:00+00:00,AFC Hermannstadt,Ripensia Timisoara,2,2,Draw
Romania,Liga II,2021/2022,2021-10-02T08:00:00+00:00,FC Astra Giurgiu,Corona Brasov,2,0,HomeWin
Romania,Liga II,2021/2022,2021-10-02T08:00:00+00:00,Politehnica Iasi,Metaloglobus,0,1,AwayWin
Romania,Liga II,2021/2022,2021-10-02T08:00:00+00:00,SCM Gloria Buzau,ACS Sirineasa,1,1,Draw
Romania,Liga II,2021/2022,2021-10-02T08:00:00+00:00,Unirea Constanta,Csikszereda,1,2,AwayWin
Romania,Liga II,2021/2022,2021-10-02T08:30:00+00:00,CSA Steaua Bucuresti,Dunarea Calarasi,3,0,HomeWin
Romania,Liga II,2021/2022,2021-10-02T11:00:00+00:00,Universitatea Cluj,Unirea Slobozia,2,0,HomeWin
Romania,Liga II,2021/2022,2021-10-02T12:00:00+00:00,FC Politehnica Timisoara,Braila,2,0,HomeWin
Romania,Liga II,2021/2022,2021-10-03T08:00:00+00:00,Petrolul Ploiesti,Viitorul Selimbar,3,0,HomeWin
Romania,Liga II,2021/2022,2021-10-14T14:30:00+00:00,Csikszereda,Politehnica Iasi,3,1,HomeWin
Romania,Liga II,2021/2022,2021-10-15T14:30:00+00:00,Ripensia Timisoara,Universitatea Cluj,0,3,AwayWin
Romania,Liga II,2021/2022,2021-10-16T08:00:00+00:00,Dunarea Calarasi,Metaloglobus,0,1,AwayWin
Romania,Liga II,2021/2022,2021-10-16T08:00:00+00:00,ACS Sirineasa,Unirea Constanta,2,1,HomeWin
Romania,Liga II,2021/2022,2021-10-16T08:00:00+00:00,Unirea Slobozia,FC Politehnica Timisoara,1,0,HomeWin
Romania,Liga II,2021/2022,2021-10-16T08:00:00+00:00,Viitorul Selimbar,Concordia,1,0,HomeWin
Romania,Liga II,2021/2022,2021-10-16T08:00:00+00:00,Braila,SCM Gloria Buzau,0,7,AwayWin
Romania,Liga II,2021/2022,2021-10-16T12:00:00+00:00,CSA Steaua Bucuresti,FC Astra Giurgiu,1,1,Draw
Romania,Liga II,2021/2022,2021-10-17T09:30:00+00:00,Corona Brasov,Petrolul Ploiesti,0,4,AwayWin
Romania,Liga II,2021/2022,2021-10-18T12:30:00+00:00,Unirea Dej,AFC Hermannstadt,1,1,Draw
Romania,Liga II,2021/2022,2021-10-21T16:30:00+00:00,Petrolul Ploiesti,CSA Steaua Bucuresti,2,0,HomeWin
Romania,Liga II,2021/2022,2021-10-22T12:30:00+00:00,SCM Gloria Buzau,Unirea Slobozia,1,1,Draw
Romania,Liga II,2021/2022,2021-10-23T08:00:00+00:00,FC Astra Giurgiu,Dunarea Calarasi,3,0,HomeWin
Romania,Liga II,2021/2022,2021-10-23T08:00:00+00:00,Politehnica Iasi,ACS Sirineasa,1,3,AwayWin
Romania,Liga II,2021/2022,2021-10-23T08:00:00+00:00,Metaloglobus,Csikszereda,1,1,Draw
Romania,Liga II,2021/2022,2021-10-23T08:00:00+00:00,Unirea Constanta,Braila,2,0,HomeWin
Romania,Liga II,2021/2022,2021-10-23T09:30:00+00:00,AFC Hermannstadt,Viitorul Selimbar,3,2,HomeWin
Romania,Liga II,2021/2022,2021-10-23T12:00:00+00:00,FC Politehnica Timisoara,Ripensia Timisoara,1,3,AwayWin
Romania,Liga II,2021/2022,2021-10-24T09:30:00+00:00,Universitatea Cluj,Unirea Dej,3,1,HomeWin
Romania,Liga II,2021/2022,2021-10-25T12:30:00+00:00,Concordia,Corona Brasov,2,1,HomeWin
Romania,Liga II,2021/2022,2021-10-29T14:30:00+00:00,CSA Steaua Bucuresti,Concordia,0,0,Draw
Romania,Liga II,2021/2022,2021-10-30T08:00:00+00:00,ACS Sirineasa,Metaloglobus,0,0,Draw
Romania,Liga II,2021/2022,2021-10-30T08:00:00+00:00,Unirea Slobozia,Unirea Constanta,2,0,HomeWin
Romania,Liga II,2021/2022,2021-10-30T08:00:00+00:00,Braila,Politehnica Iasi,0,2,AwayWin
Romania,Liga II,2021/2022,2021-10-30T10:00:00+00:00,Corona Brasov,AFC Hermannstadt,1,2,AwayWin
Romania,Liga II,2021/2022,2021-10-31T09:00:00+00:00,Dunarea Calarasi,Csikszereda,0,2,AwayWin
Romania,Liga II,2021/2022,2021-10-31T09:00:00+00:00,Ripensia Timisoara,SCM Gloria Buzau,0,0,Draw
Romania,Liga II,2021/2022,2021-10-31T10:30:00+00:00,FC Astra Giurgiu,Petrolul Ploiesti,1,2,AwayWin
Romania,Liga II,2021/2022,2021-10-31T11:00:00+00:00,Unirea Dej,FC Politehnica Timisoara,2,0,HomeWin
Romania,Liga II,2021/2022,2021-11-01T13:30:00+00:00,Viitorul Selimbar,Universitatea Cluj,4,2,HomeWin
Romania,Liga II,2021/2022,2021-11-06T09:00:00+00:00,Politehnica Iasi,Unirea Slobozia,3,1,HomeWin
Romania,Liga II,2021/2022,2021-11-06T09:00:00+00:00,Metaloglobus,Braila,2,1,HomeWin
Romania,Liga II,2021/2022,2021-11-06T09:00:00+00:00,Csikszereda,ACS Sirineasa,3,1,HomeWin
Romania,Liga II,2021/2022,2021-11-06T09:00:00+00:00,SCM Gloria Buzau,Unirea Dej,1,0,HomeWin
Romania,Liga II,2021/2022,2021-11-06T09:00:00+00:00,Unirea Constanta,Ripensia Timisoara,0,2,AwayWin
Romania,Liga II,2021/2022,2021-11-06T10:30:00+00:00,Petrolul Ploiesti,Dunarea Calarasi,4,1,HomeWin
Romania,Liga II,2021/2022,2021-11-06T12:00:00+00:00,FC Politehnica Timisoara,Viitorul Selimbar,1,1,Draw
Romania,Liga II,2021/2022,2021-11-06T13:00:00+00:00,AFC Hermannstadt,CSA Steaua Bucuresti,0,1,AwayWin
Romania,Liga II,2021/2022,2021-11-08T15:30:00+00:00,Universitatea Cluj,Corona Brasov,1,0,HomeWin
Romania,Liga II,2021/2022,2021-11-09T18:30:00+00:00,Concordia,FC Astra Giurgiu,2,1,HomeWin
Romania,Liga II,2021/2022,2021-11-18T18:30:00+00:00,Petrolul Ploiesti,Concordia,1,0,HomeWin
Romania,Liga II,2021/2022,2021-11-20T09:00:00+00:00,Dunarea Calarasi,ACS Sirineasa,0,2,AwayWin
Romania,Liga II,2021/2022,2021-11-20T09:00:00+00:00,Ripensia Timisoara,Politehnica Iasi,0,0,Draw
Romania,Liga II,2021/2022,2021-11-20T09:00:00+00:00,Unirea Dej,Unirea Constanta,2,1,HomeWin
Romania,Liga II,2021/2022,2021-11-20T09:00:00+00:00,Unirea Slobozia,Metaloglobus,1,1,Draw
