Country,League,Season,Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result
Romania,Liga I,2022/2023,2022-10-08T12:00:00+00:00,Universitatea Cluj,AFC Hermannstadt,1,0,HomeWin
Romania,Liga I,2022/2023,2022-10-08T18:30:00+00:00,Rapid,FC Botosani,1,1,Draw
Romania,Liga I,2022/2023,2022-10-09T12:30:00+00:00,Sepsi OSK Sfantu Gheorghe,Farul Constanta,0,1,AwayWin
Romania,Liga I,2022/2023,2022-10-09T18:30:00+00:00,Petrolul Ploiesti,FCSB,0,2,AwayWin
Romania,Liga I,2022/2023,2022-10-10T14:30:00+00:00,U Craiova 1948,Chindia Targoviste,0,1,AwayWin
Romania,Liga I,2022/2023,2022-10-10T17:30:00+00:00,Uta Arad,CFR 1907 Cluj,1,1,Draw
Romania,Liga I,2022/2023,2022-10-14T15:15:00+00:00,Arges Pitesti,FC Voluntari,0,0,Draw
Romania,Liga I,2022/2023,2022-10-14T18:00:00+00:00,AFC Hermannstadt,Rapid,0,2,AwayWin
Romania,Liga I,2022/2023,2022-10-15T12:30:00+00:00,FC Botosani,U Craiova 1948,1,0,HomeWin
Romania,Liga I,2022/2023,2022-10-15T15:00:00+00:00,Farul Constanta,Universitatea Cluj,2,0,HomeWin
Romania,Liga I,2022/2023,2022-10-15T18:00:00+00:00,Universitatea Craiova,Petrolul Ploiesti,2,1,HomeWin
Romania,Liga I,2022/2023,2022-10-16T11:00:00+00:00,Chindia Targoviste,CS Mioveni,1,0,HomeWin
Romania,Liga I,2022/2023,2022-10-16T17:30:00+00:00,FCSB,Uta Arad,2,1,HomeWin
Romania,Liga I,2022/2023,2022-10-17T18:00:00+00:00,CFR 1907 Cluj,Sepsi OSK Sfantu Gheorghe,2,1,HomeWin
Romania,Liga I,2022/2023,2022-10-21T17:30:00+00:00,Rapid,Farul Constanta,1,1,Draw
Romania,Liga I,2022/2023,2022-10-22T14:00:00+00:00,FC Voluntari,Chindia Targoviste,0,3,AwayWin
Romania,Liga I,2022/2023,2022-10-22T18:45:00+00:00,U Craiova 1948,AFC Hermannstadt,1,1,Draw
Romania,Liga I,2022/2023,2022-10-23T10:30:00+00:00,CS Mioveni,FC Botosani,0,0,Draw
Romania,Liga I,2022/2023,2022-10-23T15:15:00+00:00,Uta Arad,Universitatea Craiova,1,2,AwayWin
Romania,Liga I,2022/2023,2022-10-23T18:00:00+00:00,Universitatea Cluj,CFR 1907 Cluj,1,2,AwayWin
Romania,Liga I,2022/2023,2022-10-24T15:15:00+00:00,Petrolul Ploiesti,Arges Pitesti,2,0,HomeWin
Romania,Liga I,2022/2023,2022-10-24T18:00:00+00:00,Sepsi OSK Sfantu Gheorghe,FCSB,0,1,AwayWin
Romania,Liga I,2022/2023,2022-10-28T15:00:00+00:00,Chindia Targoviste,FC Botosani,2,2,Draw
Romania,Liga I,2022/2023,2022-10-28T18:00:00+00:00,U Craiova 1948,Farul Constanta,1,2,AwayWin
Romania,Liga I,2022/2023,2022-10-29T16:00:00+00:00,FC Voluntari,Petrolul Ploiesti,0,1,AwayWin
Romania,Liga I,2022/2023,2022-10-29T18:30:00+00:00,Sepsi OSK Sfantu Gheorghe,Universitatea Craiova,0,1,AwayWin
Romania,Liga I,2022/2023,2022-10-30T16:15:00+00:00,Uta Arad,Arges Pitesti,0,1,AwayWin
Romania,Liga I,2022/2023,2022-10-30T19:00:00+00:00,Rapid,CFR 1907 Cluj,2,1,HomeWin
Romania,Liga I,2022/2023,2022-10-31T16:00:00+00:00,CS Mioveni,AFC Hermannstadt,0,2,AwayWin
Romania,Liga I,2022/2023,2022-10-31T19:00:00+00:00,Universitatea Cluj,FCSB,2,1,HomeWin
Romania,Liga I,2022/2023,2022-11-04T16:00:00+00:00,FC Botosani,FC Voluntari,0,1,AwayWin
Romania,Liga I,2022/2023,2022-11-04T19:00:00+00:00,Farul Constanta,CS Mioveni,2,1,HomeWin
Romania,Liga I,2022/2023,2022-11-05T13:00:00+00:00,Arges Pitesti,Sepsi OSK Sfantu Gheorghe,0,5,AwayWin
Romania,Liga I,2022/2023,2022-11-05T16:00:00+00:00,Petrolul Ploiesti,Uta Arad,2,1,HomeWin
Romania,Liga I,2022/2023,2022-11-05T19:00:00+00:00,Universitatea Craiova,Universitatea Cluj,1,0,HomeWin
Romania,Liga I,2022/2023,2022-11-06T14:15:00+00:00,AFC Hermannstadt,Chindia Targoviste,0,1,AwayWin
Romania,Liga I,2022/2023,2022-11-06T19:00:00+00:00,FCSB,Rapid,3,1,HomeWin
Romania,Liga I,2022/2023,2022-11-07T19:00:00+00:00,CFR 1907 Cluj,U Craiova 1948,3,1,HomeWin
Romania,Liga I,2022/2023,2022-11-11T19:00:00+00:00,Sepsi OSK Sfantu Gheorghe,Petrolul Ploiesti,2,0,HomeWin
Romania,Liga I,2022/2023,2022-11-12T15:30:00+00:00,Chindia Targoviste,Farul Constanta,1,1,Draw
Romania,Liga I,2022/2023,2022-11-12T18:30:00+00:00,Rapid,Universitatea Craiova,2,2,Draw
Romania,Liga I,2022/2023,2022-11-13T13:45:00+00:00,Uta Arad,FC Voluntari,1,1,Draw
Romania,Liga I,2022/2023,2022-11-13T16:00:00+00:00,CS Mioveni,CFR 1907 Cluj,0,1,AwayWin
Romania,Liga I,2022/2023,2022-11-13T19:00:00+00:00,U Craiova 1948,FCSB,0,2,AwayWin
Romania,Liga I,2022/2023,2022-11-14T16:00:00+00:00,Universitatea Cluj,Arges Pitesti,1,1,Draw
Romania,Liga I,2022/2023,2022-11-14T19:00:00+00:00,FC Botosani,AFC Hermannstadt,0,0,Draw
Romania,Liga I,2022/2023,2022-11-29T17:00:00+00:00,Chindia Targoviste,Universitatea Craiova,1,1,Draw
Romania,Liga I,2022/2023,2022-11-30T17:00:00+00:00,AFC Hermannstadt,CFR 1907 Cluj,2,3,AwayWin
Romania,Liga I,2022/2023,2022-12-01T17:00:00+00:00,FC Botosani,FCSB,2,3,AwayWin
Romania,Liga I,2022/2023,2022-12-02T13:30:00+00:00,Uta Arad,Sepsi OSK Sfantu Gheorghe,1,4,AwayWin
Romania,Liga I,2022/2023,2022-12-02T17:00:00+00:00,Petrolul Ploiesti,Universitatea Cluj,2,0,HomeWin
Romania,Liga I,2022/2023,2022-12-03T13:30:00+00:00,FC Voluntari,AFC Hermannstadt,3,0,HomeWin
Romania,Liga I,2022/2023,2022-12-03T17:00:00+00:00,Universitatea Craiova,U Craiova 1948,0,2,AwayWin
Romania,Liga I,2022/2023,2022-12-04T11:15:00+00:00,Farul Constanta,FC Botosani,8,0,HomeWin
Romania,Liga I,2022/2023,2022-12-04T13:30:00+00:00,CFR 1907 Cluj,Chindia Targoviste,2,0,HomeWin
Romania,Liga I,2022/2023,2022-12-04T17:00:00+00:00,Arges Pitesti,Rapid,1,1,Draw
Romania,Liga I,2022/2023,2022-12-05T17:00:00+00:00,FCSB,CS Mioveni,5,1,HomeWin
Romania,Liga I,2022/2023,2022-12-09T17:00:00+00:00,Sepsi OSK Sfantu Gheorghe,FC Voluntari,1,1,Draw
Romania,Liga I,2022/2023,2022-12-10T17:00:00+00:00,AFC Hermannstadt,Farul Constanta,4,0,HomeWin
Romania,Liga I,2022/2023,2022-12-11T12:30:00+00:00,Universitatea Cluj,Uta Arad,0,0,Draw
Romania,Liga I,2022/2023,2022-12-11T15:30:00+00:00,FC Botosani,CFR 1907 Cluj,1,1,Draw
Romania,Liga I,2022/2023,2022-12-11T18:30:00+00:00,Chindia Targoviste,FCSB,0,2,AwayWin
Romania,Liga I,2022/2023,2022-12-12T15:30:00+00:00,U Craiova 1948,Arges Pitesti,1,0,HomeWin
Romania,Liga I,2022/2023,2022-12-12T18:30:00+00:00,CS Mioveni,Universitatea Craiova,0,1,AwayWin
Romania,Liga I,2022/2023,2022-12-14T17:00:00+00:00,Rapid,Petrolul Ploiesti,3,1,HomeWin
Romania,Liga I,2022/2023,2022-12-15T18:00:00+00:00,FCSB,CFR 1907 Cluj,0,1,AwayWin
Romania,Liga I,2022/2023,2022-12-16T18:00:00+00:00,FC Voluntari,Farul Constanta,1,1,Draw
Romania,Liga I,2022/2023,2022-12-17T13:00:00+00:00,Sepsi OSK Sfantu Gheorghe,Universitatea Cluj,2,1,HomeWin
Romania,Liga I,2022/2023,2022-12-17T18:30:00+00:00,Universitatea Craiova,Chindia Targoviste,3,0,HomeWin
Romania,Liga I,2022/2023,2022-12-18T10:00:00+00:00,Arges Pitesti,CS Mioveni,2,2,Draw
Romania,Liga I,2022/2023,2022-12-18T12:30:00+00:00,Petrolul Ploiesti,U Craiova 1948,1,1,Draw
Romania,Liga I,2022/2023,2022-12-18T18:30:00+00:00,Uta Arad,Rapid,1,1,Draw
Romania,Liga I,2022/2023,2022-12-19T18:00:00+00:00,FCSB,FC Botosani,1,0,HomeWin
Romania,Liga I,2022/2023,2022-12-20T18:00:00+00:00,CFR 1907 Cluj,AFC Hermannstadt,0,1,AwayWin
Romania,Liga I,2022/2023,2023-01-20T14:30:00+00:00,Universitatea Cluj,FC Voluntari,2,1,HomeWin
Romania,Liga I,2022/2023,2023-01-20T18:00:00+00:00,Rapid,Sepsi OSK Sfantu Gheorghe,3,0,HomeWin
Romania,Liga I,2022/2023,2023-01-21T15:00:00+00:00,CS Mioveni,Petrolul Ploiesti,1,0,HomeWin
Romania,Liga I,2022/2023,2023-01-21T18:00:00+00:00,FC Botosani,Universitatea Craiova,1,0,HomeWin
Romania,Liga I,2022/2023,2023-01-22T13:30:00+00:00,U Craiova 1948,Uta Arad,1,1,Draw
Romania,Liga I,2022/2023,2023-01-22T18:45:00+00:00,AFC Hermannstadt,FCSB,0,1,AwayWin
Romania,Liga I,2022/2023,2023-01-23T15:00:00+00:00,Chindia Targoviste,Arges Pitesti,1,1,Draw
Romania,Liga I,2022/2023,2023-01-23T18:00:00+00:00,Farul Constanta,CFR 1907 Cluj,0,3,AwayWin
Romania,Liga I,2022/2023,2023-01-27T18:00:00+00:00,Universitatea Cluj,Rapid,0,0,Draw
Romania,Liga I,2022/2023,2023-01-28T12:30:00+00:00,Uta Arad,CS Mioveni,1,2,AwayWin
Romania,Liga I,2022/2023,2023-01-28T15:00:00+00:00,Petrolul Ploiesti,Chindia Targoviste,1,2,AwayWin
Romania,Liga I,2022/2023,2023-01-28T18:00:00+00:00,Universitatea Craiova,AFC Hermannstadt,2,0,HomeWin
Romania,Liga I,2022/2023,2023-01-29T11:30:00+00:00,Arges Pitesti,FC Botosani,0,2,AwayWin
Romania,Liga I,2022/2023,2023-01-29T17:00:00+00:00,FCSB,Farul Constanta,2,3,AwayWin
Romania,Liga I,2022/2023,2023-01-30T18:00:00+00:00,FC Voluntari,CFR 1907 Cluj,0,1,AwayWin
Romania,Liga I,2022/2023,2023-02-03T15:00:00+00:00,Chindia Targoviste,Uta Arad,2,1,HomeWin
Romania,Liga I,2022/2023,2023-02-03T18:00:00+00:00,U Craiova 1948,Universitatea Cluj,5,0,HomeWin
Romania,Liga I,2022/2023,2023-02-04T12:30:00+00:00,AFC Hermannstadt,Arges Pitesti,1,1,Draw
Romania,Liga I,2022/2023,2023-02-04T18:00:00+00:00,Rapid,FC Voluntari,4,1,HomeWin
Romania,Liga I,2022/2023,2023-02-05T13:30:00+00:00,CS Mioveni,Sepsi OSK Sfantu Gheorghe,1,1,Draw
Romania,Liga I,2022/2023,2023-02-05T19:00:00+00:00,CFR 1907 Cluj,FCSB,0,1,AwayWin
Romania,Liga I,2022/2023,2023-02-06T15:00:00+00:00,FC Botosani,Petrolul Ploiesti,5,0,HomeWin
Romania,Liga I,2022/2023,2023-02-06T18:00:00+00:00,Farul Constanta,Universitatea Craiova,2,1,HomeWin
Romania,Liga I,2022/2023,2023-02-10T15:00:00+00:00,Universitatea Cluj,CS Mioveni,2,2,Draw
Romania,Liga I,2022/2023,2023-02-10T18:00:00+00:00,Rapid,U Craiova 1948,1,2,AwayWin
Romania,Liga I,2022/2023,2023-02-11T12:30:00+00:00,Uta Arad,FC Botosani,3,1,HomeWin
Romania,Liga I,2022/2023,2023-02-11T18:00:00+00:00,Universitatea Craiova,CFR 1907 Cluj,2,0,HomeWin
Romania,Liga I,2022/2023,2023-02-12T15:00:00+00:00,Arges Pitesti,Farul Constanta,0,0,Draw
Romania,Liga I,2022/2023,2023-02-12T18:00:00+00:00,FC Voluntari,FCSB,1,2,AwayWin
Romania,Liga I,2022/2023,2023-02-13T15:00:00+00:00,Sepsi OSK Sfantu Gheorghe,Chindia Targoviste,2,2,Draw
Romania,Liga I,2022/2023,2023-02-13T18:00:00+00:00,Petrolul Ploiesti,AFC Hermannstadt,2,0,HomeWin
Romania,Liga I,2022/2023,2023-02-17T15:00:00+00:00,Chindia Targoviste,Universitatea Cluj,2,2,Draw
Romania,Liga I,2022/2023,2023-02-17T18:00:00+00:00,CS Mioveni,Rapid,0,0,Draw
Romania,Liga I,2022/2023,2023-02-18T12:30:00+00:00,AFC Hermannstadt,Uta Arad,0,0,Draw
Romania,Liga I,2022/2023,2023-02-18T18:00:00+00:00,Farul Constanta,Petrolul Ploiesti,2,0,HomeWin
Romania,Liga I,2022/2023,2023-02-19T15:00:00+00:00,CFR 1907 Cluj,Arges Pitesti,3,1,HomeWin
Romania,Liga I,2022/2023,2023-02-19T18:00:00+00:00,FCSB,Universitatea Craiova,1,1,Draw
Romania,Liga I,2022/2023,2023-02-20T15:00:00+00:00,FC Botosani,Sepsi OSK Sfantu Gheorghe,1,1,Draw
Romania,Liga I,2022/2023,2023-02-20T18:00:00+00:00,U Craiova 1948,FC Voluntari,2,1,HomeWin
Romania,Liga I,2022/2023,2023-02-24T16:00:00+00:00,U Craiova 1948,CS Mioveni,2,1,HomeWin
Romania,Liga I,2022/2023,2023-02-24T18:30:00+00:00,Uta Arad,Farul Constanta,0,1,AwayWin
Romania,Liga I,2022/2023,2023-02-25T12:30:00+00:00,Sepsi OSK Sfantu Gheorghe,AFC Hermannstadt,2,1,HomeWin
Romania,Liga I,2022/2023,2023-02-25T15:00:00+00:00,Universitatea Cluj,FC Botosani,2,0,HomeWin
Romania,Liga I,2022/2023,2023-02-25T18:00:00+00:00,Rapid,Chindia Targoviste,2,0,HomeWin
Romania,Liga I,2022/2023,2023-02-26T15:45:00+00:00,FC Voluntari,Universitatea Craiova,1,0,HomeWin
Romania,Liga I,2022/2023,2023-02-26T18:30:00+00:00,Arges Pitesti,FCSB,1,2,AwayWin
Romania,Liga I,2022/2023,2023-02-27T18:00:00+00:00,Petrolul Ploiesti,CFR 1907 Cluj,2,5,AwayWin
Romania,Liga I,2022/2023,2023-02-28T14:00:00+00:00,AFC Hermannstadt,Universitatea Cluj,0,1,AwayWin
Romania,Liga I,2022/2023,2023-02-28T16:00:00+00:00,Chindia Targoviste,U Craiova 1948,0,0,Draw
Romania,Liga I,2022/2023,2023-02-28T18:30:00+00:00,Farul Constanta,Sepsi OSK Sfantu Gheorghe,2,0,HomeWin
Romania,Liga I,2022/2023,2023-03-01T14:00:00+00:00,CS Mioveni,FC Voluntari,0,3,AwayWin
Romania,Liga I,2022/2023,2023-03-01T16:00:00+00:00,Universitatea Craiova,Arges Pitesti,1,0,HomeWin
Romania,Liga I,2022/2023,2023-03-01T18:30:00+00:00,FC Botosani,Rapid,1,2,AwayWin
Romania,Liga I,2022/2023,2023-03-02T15:00:00+00:00,CFR 1907 Cluj,Uta Arad,2,1,HomeWin
Romania,Liga I,2022/2023,2023-03-02T18:00:00+00:00,FCSB,Petrolul Ploiesti,4,1,HomeWin
Romania,Liga I,2022/2023,2023-03-03T18:00:00+00:00,Universitatea Cluj,Farul Constanta,2,0,HomeWin
Romania,Liga I,2022/2023,2023-03-04T15:00:00+00:00,U Craiova 1948,FC Botosani,1,0,HomeWin
Romania,Liga I,2022/2023,2023-03-04T18:00:00+00:00,Rapid,AFC Hermannstadt,0,1,AwayWin
Romania,Liga I,2022/2023,2023-03-05T11:00:00+00:00,CS Mioveni,Chindia Targoviste,2,0,HomeWin
Romania,Liga I,2022/2023,2023-03-05T13:30:00+00:00,Petrolul Ploiesti,Universitatea Craiova,0,1,AwayWin
Romania,Liga I,2022/2023,2023-03-05T19:00:00+00:00,Uta Arad,FCSB,3,1,HomeWin
Romania,Liga I,2022/2023,2023-03-06T16:00:00+00:00,FC Voluntari,Arges Pitesti,0,0,Draw
Romania,Liga I,2022/2023,2023-03-06T18:30:00+00:00,Sepsi OSK Sfantu Gheorghe,CFR 1907 Cluj,2,2,Draw
Romania,Liga I,2022/2023,2023-03-10T15:30:00+00:00,FC Botosani,CS Mioveni,1,1,Draw
Romania,Liga I,2022/2023,2023-03-10T18:30:00+00:00,Universitatea Craiova,Uta Arad,2,1,HomeWin
Romania,Liga I,2022/2023,2023-03-11T15:30:00+00:00,Arges Pitesti,Petrolul Ploiesti,0,1,AwayWin
Romania,Liga I,2022/2023,2023-03-11T18:30:00+00:00,Farul Constanta,Rapid,2,1,HomeWin
Romania,Liga I,2022/2023,2023-03-12T19:00:00+00:00,FCSB,Sepsi OSK Sfantu Gheorghe,1,0,HomeWin
Romania,Liga I,2022/2023,2023-03-12T19:00:00+00:00,AFC Hermannstadt,U Craiova 1948,1,0,HomeWin
Romania,Liga I,2022/2023,2023-03-13T15:30:00+00:00,Chindia Targoviste,FC Voluntari,1,1,Draw
Romania,Liga I,2022/2023,2023-03-13T18:30:00+00:00,CFR 1907 Cluj,Universitatea Cluj,4,0,HomeWin
Romania,Liga I,2022/2023,2023-03-16T14:00:00+00:00,Sepsi OSK Sfantu Gheorghe,U Craiova 1948,4,0,HomeWin
Romania,Liga I,2022/2023,2023-03-17T15:30:00+00:00,FC Voluntari,AFC Hermannstadt,1,1,Draw
Romania,Liga I,2022/2023,2023-03-17T18:30:00+00:00,Petrolul Ploiesti,Uta Arad,1,0,HomeWin
Romania,Liga I,2022/2023,2023-03-18T12:30:00+00:00,FC Botosani,Chindia Targoviste,1,0,HomeWin
Romania,Liga I,2022/2023,2023-03-18T18:00:00+00:00,FCSB,Universitatea Craiova,1,1,Draw
Romania,Liga I,2022/2023,2023-03-19T14:30:00+00:00,Farul Constanta,Sepsi OSK Sfantu Gheorghe,2,1,HomeWin
Romania,Liga I,2022/2023,2023-03-19T17:00:00+00:00,CFR 1907 Cluj,Rapid,2,2,Draw
Romania,Liga I,2022/2023,2023-03-20T16:00:00+00:00,U Craiova 1948,CS Mioveni,3,0,HomeWin
Romania,Liga I,2022/2023,2023-03-20T19:00:00+00:00,Universitatea Cluj,Arges Pitesti,2,0,HomeWin
Romania,Liga I,2022/2023,2023-03-31T18:00:00+00:00,U Craiova 1948,Petrolul Ploiesti,0,1,AwayWin
Romania,Liga I,2022/2023,2023-04-01T09:00:00+00:00,Uta Arad,Universitatea Cluj,2,0,HomeWin
Romania,Liga I,2022/2023,2023-04-01T14:00:00+00:00,AFC Hermannstadt,FC Botosani,1,1,Draw
Romania,Liga I,2022/2023,2023-04-01T18:45:00+00:00,Rapid,Farul Constanta,1,1,Draw
Romania,Liga I,2022/2023,2023-04-02T10:30:00+00:00,Arges Pitesti,FC Voluntari,0,2,AwayWin
Romania,Liga I,2022/2023,2023-04-02T18:00:00+00:00,Universitatea Craiova,CFR 1907 Cluj,1,1,Draw
Romania,Liga I,2022/2023,2023-04-03T14:30:00+00:00,CS Mioveni,Chindia Targoviste,0,1,AwayWin
Romania,Liga I,2022/2023,2023-04-03T17:30:00+00:00,Sepsi OSK Sfantu Gheorghe,FCSB,1,2,AwayWin
Romania,Liga I,2022/2023,2023-04-08T12:00:00+00:00,FC Voluntari,Uta Arad,1,1,Draw
Romania,Liga I,2022/2023,2023-04-08T14:30:00+00:00,Universitatea Cluj,U Craiova 1948,1,3,AwayWin
Romania,Liga I,2022/2023,2023-04-08T17:30:00+00:00,Farul Constanta,Universitatea Craiova,3,2,HomeWin
Romania,Liga I,2022/2023,2023-04-09T10:00:00+00:00,Chindia Targoviste,AFC Hermannstadt,1,2,AwayWin
Romania,Liga I,2022/2023,2023-04-09T12:30:00+00:00,FC Botosani,Arges Pitesti,1,0,HomeWin
Romania,Liga I,2022/2023,2023-04-09T18:00:00+00:00,CFR 1907 Cluj,FCSB,1,1,Draw
Romania,Liga I,2022/2023,2023-04-10T14:30:00+00:00,Petrolul Ploiesti,CS Mioveni,2,0,HomeWin
Romania,Liga I,2022/2023,2023-04-10T17:30:00+00:00,Sepsi OSK Sfantu Gheorghe,Rapid,2,0,HomeWin
Romania,Liga I,2022/2023,2023-04-14T15:00:00+00:00,U Craiova 1948,FC Voluntari,3,3,Draw
Romania,Liga I,2022/2023,2023-04-14T18:00:00+00:00,Uta Arad,FC Botosani,0,2,AwayWin
Romania,Liga I,2022/2023,2023-04-15T09:00:00+00:00,CS Mioveni,AFC Hermannstadt,0,2,AwayWin
Romania,Liga I,2022/2023,2023-04-15T16:00:00+00:00,CFR 1907 Cluj,Sepsi OSK Sfantu Gheorghe,2,1,HomeWin
Romania,Liga I,2022/2023,2023-04-16T15:15:00+00:00,Petrolul Ploiesti,Universitatea Cluj,0,2,AwayWin
Romania,Liga I,2022/2023,2023-04-16T18:00:00+00:00,Universitatea Craiova,Rapid,3,1,HomeWin
Romania,Liga I,2022/2023,2023-04-17T14:30:00+00:00,Arges Pitesti,Chindia Targoviste,1,0,HomeWin
Romania,Liga I,2022/2023,2023-04-17T17:30:00+00:00,FCSB,Farul Constanta,2,1,HomeWin
Romania,Liga I,2022/2023,2023-04-21T17:30:00+00:00,Sepsi OSK Sfantu Gheorghe,Universitatea Craiova,1,2,AwayWin
Romania,Liga I,2022/2023,2023-04-22T12:00:00+00:00,AFC Hermannstadt,Arges Pitesti,2,1,HomeWin
Romania,Liga I,2022/2023,2023-04-22T14:30:00+00:00,FC Botosani,U Craiova 1948,0,0,Draw
Romania,Liga I,2022/2023,2023-04-22T17:30:00+00:00,Farul Constanta,CFR 1907 Cluj,1,0,HomeWin
Romania,Liga I,2022/2023,2023-04-23T11:00:00+00:00,Chindia Targoviste,Uta Arad,2,1,HomeWin
Romania,Liga I,2022/2023,2023-04-23T17:30:00+00:00,Rapid,FCSB,1,0,HomeWin
Romania,Liga I,2022/2023,2023-04-24T14:30:00+00:00,Universitatea Cluj,CS Mioveni,1,0,HomeWin
Romania,Liga I,2022/2023,2023-04-24T17:30:00+00:00,FC Voluntari,Petrolul Ploiesti,2,2,Draw
Romania,Liga I,2022/2023,2023-04-28T17:30:00+00:00,U Craiova 1948,Chindia Targoviste,1,0,HomeWin
Romania,Liga I,2022/2023,2023-04-29T11:30:00+00:00,CS Mioveni,Arges Pitesti,0,2,AwayWin
Romania,Liga I,2022/2023,2023-04-29T14:00:00+00:00,Petrolul Ploiesti,FC Botosani,1,0,HomeWin
Romania,Liga I,2022/2023,2023-04-29T18:45:00+00:00,Sepsi OSK Sfantu Gheorghe,Farul Constanta,1,1,Draw
Romania,Liga I,2022/2023,2023-04-30T18:00:00+00:00,Universitatea Craiova,FCSB,1,2,AwayWin
Romania,Liga I,2022/2023,2023-05-01T12:00:00+00:00,Universitatea Cluj,FC Voluntari,2,3,AwayWin
Romania,Liga I,2022/2023,2023-05-01T17:30:00+00:00,Rapid,CFR 1907 Cluj,3,1,HomeWin
Romania,Liga I,2022/2023,2023-05-02T17:00:00+00:00,Uta Arad,AFC Hermannstadt,1,0,HomeWin
Romania,Liga I,2022/2023,2023-05-05T14:30:00+00:00,FC Voluntari,CS Mioveni,1,0,HomeWin
Romania,Liga I,2022/2023,2023-05-05T17:30:00+00:00,Chindia Targoviste,Petrolul Ploiesti,1,2,AwayWin
Romania,Liga I,2022/2023,2023-05-06T09:30:00+00:00,FC Botosani,Universitatea Cluj,0,0,Draw
Romania,Liga I,2022/2023,2023-05-06T18:30:00+00:00,Farul Constanta,Rapid,7,2,HomeWin
Romania,Liga I,2022/2023,2023-05-07T18:00:00+00:00,CFR 1907 Cluj,Universitatea Craiova,1,1,Draw
Romania,Liga I,2022/2023,2023-05-08T13:30:00+00:00,AFC Hermannstadt,U Craiova 1948,0,0,Draw
Romania,Liga I,2022/2023,2023-05-08T15:30:00+00:00,Arges Pitesti,Uta Arad,2,2,Draw
Romania,Liga I,2022/2023,2023-05-08T18:00:00+00:00,FCSB,Sepsi OSK Sfantu Gheorghe,3,1,HomeWin
Romania,Liga I,2022/2023,2023-05-12T14:30:00+00:00,FC Voluntari,FC Botosani,2,0,HomeWin
Romania,Liga I,2022/2023,2023-05-12T17:30:00+00:00,Rapid,Sepsi OSK Sfantu Gheorghe,0,0,Draw
Romania,Liga I,2022/2023,2023-05-13T11:30:00+00:00,Petrolul Ploiesti,AFC Hermannstadt,0,1,AwayWin
Romania,Liga I,2022/2023,2023-05-13T16:00:00+00:00,Universitatea Cluj,Chindia Targoviste,2,0,HomeWin
Romania,Liga I,2022/2023,2023-05-13T18:30:00+00:00,Universitatea Craiova,Farul Constanta,1,1,Draw
Romania,Liga I,2022/2023,2023-05-14T10:30:00+00:00,CS Mioveni,Uta Arad,0,2,AwayWin
Romania,Liga I,2022/2023,2023-05-14T15:15:00+00:00,U Craiova 1948,Arges Pitesti,2,1,HomeWin
Romania,Liga I,2022/2023,2023-05-14T18:00:00+00:00,FCSB,CFR 1907 Cluj,1,0,HomeWin
Romania,Liga I,2022/2023,2023-05-19T14:30:00+00:00,AFC Hermannstadt,Universitatea Cluj,1,2,AwayWin
Romania,Liga I,2022/2023,2023-05-19T17:00:00+00:00,Chindia Targoviste,FC Voluntari,2,2,Draw
Romania,Liga I,2022/2023,2023-05-19T17:00:00+00:00,Uta Arad,U Craiova 1948,1,1,Draw
Romania,Liga I,2022/2023,2023-05-19T17:00:00+00:00,Arges Pitesti,Petrolul Ploiesti,3,0,HomeWin
Romania,Liga I,2022/2023,2023-05-20T11:45:00+00:00,FC Botosani,CS Mioveni,5,1,HomeWin
Romania,Liga I,2022/2023,2023-05-20T17:30:00+00:00,Sepsi OSK Sfantu Gheorghe,CFR 1907 Cluj,1,2,AwayWin
Romania,Liga I,2022/2023,2023-05-21T18:00:00+00:00,Farul Constanta,FCSB,3,2,HomeWin
Romania,Liga I,2022/2023,2023-05-22T17:30:00+00:00,Rapid,Universitatea Craiova,2,3,AwayWin
Romania,Liga I,2022/2023,2023-05-26T17:00:00+00:00,U Craiova 1948,FC Voluntari,3,3,Draw
Romania,Liga I,2022/2023,2023-05-27T17:30:00+00:00,FCSB,Rapid,1,5,AwayWin
Romania,Liga I,2022/2023,2023-05-28T00:00:00+00:00,SCM Gloria Buzau,Uta Arad,0,0,Draw
Romania,Liga I,2022/2023,2023-05-28T18:00:00+00:00,Universitatea Craiova,Sepsi OSK Sfantu Gheorghe,0,1,AwayWin
Romania,Liga I,2022/2023,2023-05-28T18:00:00+00:00,CFR 1907 Cluj,Farul Constanta,1,2,AwayWin
Romania,Liga I,2022/2023,2023-05-29T17:00:00+00:00,Dinamo Bucuresti,Arges Pitesti,6,1,HomeWin
Romania,Liga I,2022/2023,2023-06-01T17:30:00+00:00,CFR 1907 Cluj,U Craiova 1948,1,0,HomeWin
Romania,Liga I,2022/2023,2023-06-03T18:00:00+00:00,Arges Pitesti,Dinamo Bucuresti,4,2,HomeWin
Romania,Liga I,2022/2023,2023-06-04T18:00:00+00:00,Uta Arad,SCM Gloria Buzau,5,1,HomeWin
Romania,Cupa României,2020/2021,2020-09-09T13:30:00+00:00,ACS Poli Timisoara,Gloria Lunca Teuz Cermei,0,0,Draw
Romania,Cupa României,2020/2021,2020-09-09T13:30:00+00:00,Olimpia Satu Mare,Sighetu Marmatiei,0,1,AwayWin
Romania,Cupa României,2020/2021,2020-09-09T13:30:00+00:00,Gloria Cornesti,Pucioasa,0,3,AwayWin
